URL,Title,Selection,Folder
http://news.cnet.com/8301-13578_3-20023941-38.html#ixzz16keYyAPb,"Congressman wants WikiLeaks listed as terrorist group | Politics and Law - CNET News",,Archive
http://www.nypost.com/p/news/international/obama_administration_in_damage_control_JBSDPnEISQvcyu0ZfHx7XL#ixzz16kRfnGL0,"Secretary of State Hillary Clinton calls WikiLeaks documents 'an attack on the international community' - NYPOST.com",,Archive
http://www.guardian.co.uk/world/2010/nov/29/wikileaks-claims-psychological-warfare-ahmadinejad," WikiLeaks claims are 'psychological warfare' says Ahmadinejad | World news | The Guardian ",,Archive
http://www.businessweek.com/news/2010-12-03/wikileaks-flees-to-switzerland-as-u-s-france-options-narrow.html,"WikiLeaks Flees to Switzerland as U.S., France Options Narrow - BusinessWeek",,Archive
http://www.theage.com.au/technology/security/pm-has-betrayed-me-assange-20101204-18ks8.html,"PM has betrayed me: Assange",,Archive
http://www.theage.com.au/technology/gillard-condemns-wikileaks-20101202-18haq.html,"Gillard condemns WikiLeaks",,Archive
http://www.montrealgazette.com/news/WikiLeaks+founder+professor+Flanagan+comments+criminal/3926597/story.html,"WikiLeaks founder: U of C professor Flanagan's comments criminal",,Archive
http://www.cbc.ca/politics/story/2010/12/01/flanagan-wikileaks-assange.html,"CBC News - Politics - Flanagan regrets WikiLeaks assassination remark",,Archive
"http://en.rsf.org/united-states-open-letter-to-wikileaks-founder-12-08-2010,38130.html","Reporters Sans FrontiÃ¨res - Open letter to Wikileaks founder Julian Assange: ââA bad precedent for the Internet's future'' ","key read-critical and supportive re:WL","Wikileaks reading list"
http://online.wsj.com/article/SB10001424052748703428604575419580947722558.html,"Human Rights Groups Press WikiLeaks Over Data - WSJ.com",,Archive
http://www.firstamendmentcoalition.org/2010/06/secrecy-news-criticizes-wikileaks/,"  Secrecy News criticizes WikiLeaks : First Amendment Coalition",,Archive
http://news.cnet.com/8301-31921_3-20011106-281.html,"Wikileaks' estranged co-founder becomes a critic (Q&A) | Privacy Inc. - CNET News","very good read, critical in the right ways perhaps","Wikileaks reading list"
http://www.wired.co.uk/magazine/archive/2009/10/start/exposed-wikileaks-secrets,exposed-wikileaks-secrets,,Archive
http://news.sky.com/skynews/Home/World-News/WikiLeaks-Website-Behind-US-Cable-Leaks-Goes-From-Humble-Start-To-Enemy-Of-Governments-Worldwide/Article/201011415837564?lpos=World_News_First_Home_Page_Feature_Teaser_Region_0&lid=ARTICLE_15837564_WikiLeaks%3A_Website_Behind_US_Cable_Leaks_Goes_From_Humble_Start_To_Enemy_Of_Governments_Worldwide,"WikiLeaks: Website Behind US Cable Leaks Goes From Humble Start To Enemy Of Governments Worldwide | World News | Sky News",,Archive
http://www.bloomberg.com/news/2010-11-30/chavez-praises-wikileaks-for-bravery-while-calling-on-clinton-to-resign.html,"
            Chavez Praises Wikileaks for `Bravery' While Calling on Clinton to Resign - Bloomberg          ",,Archive
http://us.mobile.reuters.com/article/topNews/idUSTRE6AT66820101201,"
    Ecuador backs off offer to WikiLeaks' Assange",,Archive
http://english.aljazeera.net/news/americas/2010/11/2010113033515743921.html,"
	Ecuador rebuts Assange refuge offer - Americas - Al Jazeera English
",,Archive
http://www.jpost.com/International/Article.aspx?id=197327,"
	Ecuador offers asylum to WikiLeaks founder
",,Archive
http://www.guardian.co.uk/media/2009/jun/03/amnesty-international-media-awards," Amnesty International Media Awards 2009: full list of winners | Media | guardian.co.uk ",,Archive
http://www.theatlantic.com/international/archive/2010/12/the-shameful-attacks-on-julian-assange/67440/,"The Shameful Attacks on Julian Assange - David Samuels - International - The Atlantic",,Archive
http://the-diplomat.com/2010/12/06/only-wikileaks-can-save-obama-policy/,"Only WikiLeaks Can Save US Policy | The Diplomat",,Archive
http://floridaindependent.com/16029/rep-connie-mack-americans-have-a-right-to-know-contents-of-wikileaks-dump,"Rep. Mack: Americans ‘have a right to know’ contents of WikiLeaks dump «  Florida Independent: News. Politics. Media",,Archive
http://www.cbsnews.com/8301-503544_162-20024605-503544.html,"Ron Paul Defends WikiLeaks Founder's Rights - Political Hotsheet - CBS News",,Archive
http://www.greenleft.org.au/node/45225,"John Pilger: Wikileaks must be defended | Green Left Weekly",,Archive
http://www.veteransforpeace.org/Wikileaks_will_spark_resistance.vp.html,"Veterans For Peace :: Wikileaks revelations will spark massive resistance to Afghanistan War",,Archive
http://www.thenation.com/blog/156709/greg-mitchell-and-daniel-ellsberg-wikileaks-document-dump,"Greg Mitchell and Daniel Ellsberg on the WikiLeaks Document Dump | The Nation",,Archive
http://www.bloomberg.com/news/2010-12-04/paypal-restricts-wikileaks-account-as-website-comes-under-global-scrutity.html,"
            PayPal Cuts WikiLeaks’ Access to Funds Amid Global Scrutiny - Bloomberg          ",,Archive
http://www.wired.com/threatlevel/2010/12/shield/,"Lieberman Introduces Anti-WikiLeaks Legislation | Threat Level | Wired.com",,Archive
http://aws.amazon.com/message/65348/,Message,"original claim from Amazon about removing hosting","Wikileaks reading list"
http://www.guardian.co.uk/media/2010/dec/01/wikileaks-website-cables-servers-amazon," WikiLeaks website pulled by Amazon after US political pressure | Media | The Guardian ",,Archive
http://www.theage.com.au/technology/technology-news/attacks-shut-down-wikileaks-20101203-18jqt.html,"Attacks shut down WikiLeaks",,Archive
http://www.nytimes.com/2010/12/04/world/europe/04domain.html,04domain.html,"some speculation about origin of anti-wikileaks DDoS attacks, claim of one hacker taking responsibility for initiating","Wikileaks reading list"
http://www.zdnet.co.uk/news/security/2010/12/03/wikileaks-loses-domain-name-after-dos-attacks-40091046/,"Wikileaks loses domain name after DoS attacks | Security | ZDNet UK",,Archive
http://www.guardian.co.uk/media/2010/oct/14/wikileaks-says-funding-is-blocked," WikiLeaks says funding has been blocked after government blacklisting | Media | The Guardian ",,Archive
http://www.famecount.com/all-platforms/Worldwide,"Top Social Network Stars, Worldwide | Social Media Stats",,Archive
http://techpresident.com/blog-entry/wikileaks-fan-page-pulled-down-being-inauthentic-says-facebook,"Wikileaks Fan Page Pulled Down for Being ""Inauthentic,"" Says Facebook | techPresident",,Archive
http://gawker.com/5520933/wikileaks-claims-facebook-deleted-their-fan-page-because-they-promote-illegal-acts,"Wikileaks Claims Facebook Deleted Their Fan Page Because They ""Promote Illegal Acts""",,Archive
http://www.news.com.au/technology/wikileaks-claims-facebook-deleted-its-page-30000-fans/story-e6frfro0-1225856489723,"WikiLeaks claims Facebook deleted its page, 30,000 fans |  News.com.au",,Archive
http://twitter.com/wikileaks/status/12558544922,"Twitter / WikiLeaks: Facebook deletes WikiLeaks ...",,Archive
http://immi.is/?l=en,"Icelandic Modern Media Initiative",,"Wikileaks reading list"
http://news.bbc.co.uk/2/hi/technology/8510927.stm,"BBC News - Iceland's journalism freedom dream prompted by Wikileaks",,Archive
http://www.thefreelibrary.com/Iceland+court+lifts+gag+order+after+public+outrage-a01611956752,"Access denied",,Archive
http://www.cjr.org/behind_the_news/thin_ice.php,"Thin Ice : CJR","initial report of Wikileaks being surveilled in Iceland, skepticism about teenager's arrest ","Wikileaks reading list"
http://blogs.wsj.com/law/2010/07/26/pentagon-papers-ii-on-wikileaks-and-the-first-amendment/,"  Pentagon Papers II? On WikiLeaks and the First Amendment - Law Blog - WSJ","some basic quotes from Law professor doubting WL could be charged (or JA)","Wikileaks reading list"
http://www.washingtonpost.com/wp-dyn/content/article/2010/11/29/AR2010112902563.html,"Holder says WikiLeaks under criminal investigation",,Archive
http://edition.cnn.com/2010/US/12/03/wikileaks.access.warning/index.html,"U.S. agencies warn unauthorized employees not to look at WikiLeaks - CNN.com",,"Wikileaks reading list"
http://blogs.loc.gov/loc/2010/12/why-the-library-of-congress-is-blocking-wikileaks/,"Why the Library of Congress Is Blocking Wikileaks «  Library of Congress Blog",,Archive
http://online.wsj.com/article/SB10001424052748703824304575435170175485654.html?mod=googlenews_wsj,"Thai Groups Denounce Web Censorship - WSJ.com",,Archive
http://www.thaivisa.com/forum/topic/391577-thailand-blocks-access-to-wikileaks-website/,"Thailand Blocks Access To WikiLeaks Website - Thailand Forum",,Archive
http://www.zdnet.com.au/wikileaks-removed-from-acma-blacklist-339307604.htm,"Wikileaks removed from ACMA blacklist - Communications - News",,Archive
"http://www.wikileaks.org/wiki/Australia_secretly_censors_Wikileaks_press_release_and_Danish_Internet_censorship_list,_16_Mar_2009/","Australia_secretly_censors_Wikileaks_press_release_and_Danish_Internet_censorship_list,_16_Mar_2009",,"WL original leaks"
http://www.theage.com.au/news/home/technology/banned-hyperlinks-could-cost-you-11000-a-day/2009/03/17/1237054787635.html?page=fullpage#contentSwap1&page=-1/,"Banned hyperlinks could cost you $11,000 a day - Technology - theage.com.au",,Archive
http://www.wikileaks.org/wiki/Wikileaks:About#Is_Wikileaks_blocked_by_the_Chinese_government.3F,Wikileaks:About,,"WL original leaks"
http://web.archive.org/web/20080216000537/http://www.wikileaks.org/wiki/Wikileaks:About#Is_Wikileaks_blocked_by_the_Chinese_government.3F,"Wikileaks:About - Wikileaks","one of the iterations of the about page/FAQ that is especially detailed. worth a read.","Wikileaks reading list"
http://wikileaks.org/wiki/Police_raid_home_of_Wikileaks.de_domain_owner_over_censorship_lists,Police_raid_home_of_Wikileaks.de_domain_owner_over_censorship_lists,,"WL original leaks"
http://wikileaks.info/wiki/Police_raid_home_of_Wikileaks.de_domain_owner_over_censorship_lists/,Police_raid_home_of_Wikileaks.de_domain_owner_over_censorship_lists,,"WL original leaks"
http://www.networkworld.com/news/2009/032509-wikileaks-raided-by-german.html,"Wikileaks raided by German police",,Archive
http://www.translate.google.com/translate?js=y&prev=_t&hl=en&ie=UTF-8&u=http://www.heise.de/newsticker/Hausdurchsuchung-bei-Inhaber-der-Domain-wikileaks-de-Update--/meldung/135147&sl=auto&tl=en&history_state0=auto,"Google Translate",,Archive
http://www.guardian.co.uk/media/2010/dec/05/julian-assange-lawyers-being-watched," Julian Assange's lawyers say they are being watched | Media | The Guardian ",,Archive
http://www.timesonline.co.uk/tol/news/world/us_and_americas/article7094234.ece," Whistleblowers on US ‘massacre’ fear CIA stalkers - Times Online ",,Archive
http://www.cbsnews.com/stories/2010/12/02/eveningnews/main7111845.shtml,"WikiLeaks Backup Plan Could Drop Diplomatic Bomb - CBS Evening News - CBS News",,Archive
http://www.webcitation.org/5uhyqi1SX,"WebCite query result",,Archive
http://www.telegraph.co.uk/news/worldnews/wikileaks/8178457/WikiLeaks-website-disconnected-as-US-company-withdraws-support.html,"WikiLeaks website disconnected as US company withdraws support - Telegraph",,Archive
http://www.webcitation.org/5uhylLWl9,"WebCite query result",,Archive
http://www.wired.com/threatlevel/2010/07/wikileaks-insurance-file/,"WikiLeaks Posts Mysterious ‘Insurance’ File | Threat Level | Wired.com",,Archive
http://www.nytimes.com/2010/12/02/world/02legal.html,02legal.html,,Archive
http://www.washingtonpost.com/wp-dyn/content/article/2010/11/29/AR2010112905973.html,"WikiLeaks founder could be charged under Espionage Act",,"Wikileaks reading list"
http://www.pcworld.idg.com.au/article/323998/wikileaks_leader_talks_courage_wrestling_pigs/,"Wikileaks leader talks of courage and wrestling pigs - wikileaks - PC World",,Archive
http://www.bloomberg.com/news/2010-07-28/wikileaks-secret-records-dump-stays-in-legal-clear-ann-woolner.html,"
            WikiLeaks Secret Records Dump Stays in Legal Clear: Ann Woolner - Bloomberg          ",,Archive
http://motherjones.com/politics/2010/04/wikileaks-julian-assange-iraq-video?page=3,"Inside WikiLeaks’ Leak Factory  | Mother Jones",,Archive
http://wikileaks.org/faq-en,faq-en,,"WL original leaks"
http://web.archive.org/web/20070701115958/http://wikileaks.org/faq-en,FAQ,,Archive
http://www.federaltimes.com/index.php?S=2460843,index.php,,Archive
http://motherjones.com/mojo/2010/05/wikileaks-assange-returns,"WikiLeaks Gets A Facelift | Mother Jones","summary of changes between old WL model/site which was more wiki based and new","Wikileaks reading list"
http://wikileaks.org/wiki/Wikileaks:About#What_is_Wikileaks.3F_How_does_Wikileaks_operate.3F,Wikileaks:About,,Archive
http://web.archive.org/web/20080504122032/http://wikileaks.org/wiki/Wikileaks:About#What_is_Wikileaks.3F_How_does_Wikileaks_operate.3F,"Wikileaks:About - Wikileaks",,Archive
http://www.fas.org/blog/secrecy/2007/01/wikileaks_and_untraceable_docu.html,"Wikileaks and Untraceable Document Disclosure | Secrecy News",,Archive
http://wikileaks.org/wiki/Wikileaks:Submissions,Wikileaks:Submissions,,"WL original leaks"
http://web.archive.org/web/20080419013425/http://www.wikileaks.org/wiki/Wikileaks:Submissions,"Wikileaks:Submissions - Wikileaks",,"Wikileaks reading list"
http://www.wikileaks.org/wiki/Wikileaks:About#What_is_WikiLeaks.3F_How_does_WikiLeaks_operate.3F,Wikileaks:About,,Archive
http://web.archive.org/web/20080216000537/http://www.wikileaks.org/wiki/Wikileaks:About#What_is_WikiLeaks.3F_How_does_WikiLeaks_operate.3F,Wikileaks:About,,Archive
http://www.independent.co.uk/news/media/online/wiki-giants-on-a-collision-course-over-shared-name-2065561.html,"
                Wiki giants on a collision course over shared name -
                    Online, Media - The Independent",,Archive
http://www.almanar.com.lb/newssite/NewsDetails.aspx?id=161016&language=en,"
	Al-ManarTV:: WikiLeaks Founder to Release Thousands of Documents on Lebanon 05/11/2010
",,Archive
http://www.reuters.com/article/idUSTRE6A369920101104,"WikiLeaks founder says may seek Swiss asylum
| Reuters

",,Archive
http://www.tsr.ch/info/suisse/2657308-julian-assange-compte-demander-l-asile-en-suisse.html,"Julian Assange compte demander l'asile en Suisse - tsr.ch - info - suisse","claims WL spends 70% of budget on security for team members, the first I've seen this.","Wikileaks reading list"
http://www.freehaven.net/anonbib/cache/wpes09-bridge-attack.pdf,wpes09-bridge-attack.pdf,,"WL original leaks"
http://web.archive.org/web/20080216000537/http://www.wikileaks.org/wiki/Wikileaks:About#Is_Wikileaks_accessible_across_the_globe_or_do_oppressive_regimes_in_certain_countries_block_the_site.3F,Wikileaks:About,,Archive
http://www.lepoint.fr/high-tech-internet/expulse-d-amazon-wikileaks-trouve-refuge-en-france-02-12-2010-1270137_47.php,"ExpulsÃ© d'Amazon, WikiLeaks trouve refuge en France, actualitÃ© Tech & Net : Le Point",,Archive
http://edition.cnn.com/2010/US/12/01/wikileaks.amazon/index.html?eref=edition,"WikiLeaks cut off from Amazon servers - CNN.com",,Archive
http://blogs.forbes.com/andygreenberg/2010/08/30/wikileaks-servers-move-to-underground-nuclear-bunker/?boxes=businesschanneltopstories,"  Wikileaks Servers Move To Underground Nuclear Bunker - Andy Greenberg - The Firewall - Forbes",,Archive
http://www.vg.no/nyheter/utenriks/artikkel.php?artid=10018210,"Pentagon-papirer sikret i atom-bunker  - VG Nett om Sverige",,Archive
http://edition.cnn.com/2010/WORLD/europe/08/18/sweden.wikileaks/#fbid=zfd5Igi2Lea&wom=false,"Swedish Pirate Party to host WikiLeaks servers - CNN.com",,Archive
http://www.dn.se/nyheter/sverige/piratpartiet-skoter-wikileak-servrar-1.1155285,"Piratpartiet skÃ¶ter Wikileak-servrar - DN.se",,Archive
http://news.blogs.cnn.com/2010/07/25/what-is-wikileaks/?iref=storysearch,"What is WikiLeaks? – This Just In - CNN.com Blogs",,Archive
http://www.dn.se/nyheter/varlden/jagad-och-hatad-men-han-vagrar-vika-sig-1.1153725,"Jagad och hatad â men han vÃ¤grar vika sig  - DN.se",,Archive
http://www.aolnews.com/world/article/wikileaks-woes-grow-as-spokesman-quits-site/19651296,"WikLleaks' Woes Grow as Spokesman Quits Site",,"Wikileaks reading list"
http://www.sfgate.com/cgi-bin/article.cgi?f=/g/a/2010/09/28/businessinsider-wikileaks-spokesman-quits.DTL,"WikiLeaks Spokesman Quits, Blasts Founder Julian Assange As Paranoid Control Freak, Admits To Using Fake Name",,Archive
http://www.physorg.com/news205093515.html,"WikiLeaks chief lashes out at media during debate",,Archive
http://www.aolnews.com/world/article/wiklleaks-woes-grow-as-spokesman-quits-site/19651296?test=latestnews,"WikLleaks' Woes Grow as Spokesman Quits Site",,Archive
http://www.techeye.net/internet/wau-holland-foundation-sheds-light-on-wikileaks-donations#ixzz0td0dXhBx,wau-holland-foundation-sheds-light-on-wikileaks-donations,,"Wikileaks reading list"
http://news.cnet.com/8301-27080_3-20012253-245.html,"Researcher detained at U.S. border, questioned about Wikileaks | InSecurity Complex - CNET News",,Archive
http://blog.ted.com/2010/07/26/surprise_speake/,"TED Blog | Updated: Surprise speaker at TEDGlobal: Julian Assange in Session 12",,Archive
https://docs.google.com/document/pub?id=1ebTGiyaQQ2HSCOpqsD8GD7x_7IBqkeYZ4jfEJ_rYeFQ,"Jacob Appelbaum WikiLeaks Next HOPE Keynote Transcript - 07/17/10","key read","Wikileaks reading list"
http://news.cnet.com/8301-1009_3-20010861-83.html,"Feds look for Wikileaks founder at NYC hacker event | Security - CNET News",,Archive
http://www.wired.com/threatlevel/2010/07/wikileaks_repair/,"Wikileaks Reopens for Leakers | Threat Level | Wired.com",,Archive
http://news.yahoo.com/s/ynews/20100617/ts_ynews/ynews_ts2677_3,"WikiLeaks questions why it was rejected for Knight grant - Yahoo! News",,Archive
http://mediadecoder.blogs.nytimes.com/2010/06/17/knight-foundation-hands-out-grants-to-12-groups-but-not-wikileaks/,"Knight Foundation Hands Out Grants to 12 Groups, but Not WikiLeaks - NYTimes.com",,Archive
http://www.newyorker.com/reporting/2010/06/07/100607fa_fact_khatchadourian?currentPage=all,"WikiLeaks and Julian Paul Assange : The New Yorker",,Archive
https://twitter.com/wikileaks/status/14270362566,"Twitter / WikiLeaks: Next milestone completed:  ...",,Archive
http://twitter.com/wikileaks/status/8192453527,"Twitter / WikiLeaks: Paypal has freed up our as ...",,Archive
http://twitter.com/wikileaks/status/8613426708,"Twitter / WikiLeaks: Achieved min. funraising g ...",,Archive
http://twitter.com/wikiLeaks,"WikiLeaks (wikileaks) on Twitter",,Archive
http://stefanmey.wordpress.com/2010/01/04/leak-o-nomy-the-economy-of-wikileaks/,"Leak-o-nomy: The Economy ofÂ Wikileaks (Interview with Julian Assange) | Medien-Ãkonomie-Blog",,"Wikileaks reading list"
http://www.guardian.co.uk/commentisfree/libertycentral/2010/jan/29/wikileaks-shut-down," Dig deep for Wikileaks | Emily Butselaar | Comment is free | guardian.co.uk ",,Archive
http://mirror.infoboj.eu/,"Wikileaks - Wikileaks",,Archive
http://mirror.wikileaks.info/,http://mirror.wikileaks.info/,,Archive
http://wikileaks.org/,http://wikileaks.org/,,Archive
http://twitter.com/wikileaks/status/6995068005,"Twitter / WikiLeaks: To deal with a shortage of ...",,Archive
http://www.freemarketnews.com/WorldNews.asp?nid=31640,WorldNews.asp,,Archive
http://www.scenta.co.uk/error404.cfm,error404.cfm,,Archive
http://web.archive.org/web/20071127164824/http://www.scenta.co.uk/scenta/news.cfm?cit_id=1432293&FAArea1=widgets.content_view_1,"Leak secrets trouble free",,Archive
http://www.nysun.com/foreign/wikileaks-releases-secret-report-on-military/62236/,"Wikileaks Releases Secret Report on Military Equipment - September 9, 2007 - The New York Sun",,Archive
http://www.theregister.co.uk/2010/06/02/wikileaks_tor_snooping_denial/,"Wikileaks denies Tor hacker eavesdropping gave site its start • The Register",,Archive
http://en.wiktionary.org/wiki/tranche#Noun,"tranche - Wiktionary",,Archive
http://www.newyorker.com/reporting/2010/06/07/100607fa_fact_khatchadourian?printable=true,"WikiLeaks and Julian Paul Assange : The New Yorker",,Archive
http://web.archive.org/web/20070927224330/http://www.nowpublic.com/wikileaks_and_untraceable_document_disclosure,wikileaks_and_untraceable_document_disclosure,,Archive
http://www.asiamedia.ucla.edu/article-eastasia.asp?parentid=60857,"AsiaMedia :: CHINA: Cyber-dissidents launch WikiLeaks, a site for whistleblowers",,Archive
http://motherjones.com/politics/2010/04/wikileaks-julian-assange-iraq-video?page=2,"Inside WikiLeaks’ Leak Factory  | Mother Jones","decent critical essay showing the stretching the truth wrt the advisory board","Wikileaks reading list"
http://wikileaks.org/wiki/WikiLeaks:Advisory_Board,WikiLeaks:Advisory_Board,,"WL original leaks"
http://www.nytimes.com/2010/10/24/world/24assange.html,24assange.html,,Archive
http://www.theaustralian.com.au/national-affairs/defence/rudd-government-blacklist-hacker-monitors-police/story-e6frg8yx-1225718288350,"Rudd Government blacklist hacker monitors police |  The Australian",,Archive
http://www.theage.com.au/news/Technology/Chinese-cyberdissidents-launch-WikiLeaks-a-site-forwhistleblowers/2007/01/11/1168105082315.html,"Chinese cyber-dissidents launch WikiLeaks, a site for
whistleblowers - Breaking - Technology - theage.com.au",,Archive
http://www.newscientist.com/article/mg19325865.500-how-to-leak-a-secret-and-not-get-caught.html,"Sign in to read: How to leak a secret and not get caught - tech - 12 January 2007 - New Scientist",,Unread
http://www.newyorker.com/reporting/2010/06/07/100607fa_fact_khatchadourian?currentPage=8,"WikiLeaks and Julian Paul Assange : The New Yorker",,Archive
"http://www.time.com/time/world/article/0,8599,2034276-3,00.html","WikiLeaks' War on Secrecy: Truth's Consequences - TIME",,Archive
http://www.independent.co.uk/news/world/politics/wikileaks-hit-by-new-online-onslaught-2151570.html,wikileaks-hit-by-new-online-onslaught-2151570.html,,Archive
http://www.charlotteobserver.com/2010/12/02/1882168/the-noose-tightens-around-wikileaks.html,"WikiLeaks fights to stay online amid attacks - CharlotteObserver.com",,Archive
http://www.msnbc.msn.com/id/38606166/ns/us_news-security/,"WikiLeaks to publish new documents - U.S. news - Security - msnbc.com",,Archive
http://www.webcitation.org/5ukvPaEhj,"WebCite query result",,Archive
http://www.nydailynews.com/money/2010/05/20/2010-05-20_5_pioneering_web_sites_that_could_totally_change_the_news.html,"5 pioneering Web sites that could totally change the news",,Archive
http://amnesty.org.uk/news_details.asp?NewsID=18227,"AIUK : Amnesty announces Media Awards 2009 winners",,Archive
"http://wikileaks.org/wiki/Kenya:_The_Cry_of_Blood_-_Report_on_Extra-Judicial_Killings_and_Disappearances,_Sep_2008","Kenya:_The_Cry_of_Blood_-_Report_on_Extra-Judicial_Killings_and_Disappearances,_Sep_2008",,"WL original leaks"
http://www.guardian.co.uk/world/2010/apr/05/wikileaks-us-army-iraq-attack," Wikileaks reveals video showing US air crew shooting down Iraqi civilians | World news | The Guardian ",,Archive
http://www.wikileaks.org/wiki/Wikileaks:About#Wikileaks_has_1.2_million_documents.3F,Wikileaks:About,,Archive
http://web.archive.org/web/20080216000537/http://www.wikileaks.org/wiki/Wikileaks:About#Wikileaks_has_1.2_million_documents.3F,"Wikileaks:About - Wikileaks",,Archive
http://www.nytimes.com/2010/12/04/world/europe/04domain.html?_r=1&hp,04domain.html,,Archive
http://www.alexa.com/siteinfo/wikileaks.org,"Wikileaks.org Site Info",,Archive
http://www.wikileaks.org/wiki/WikiLeaks:About,WikiLeaks:About,,Archive
https://twitter.com/wikileaks/status/10567274838622208,"Twitter / WikiLeaks: WikiLeaks,org domain kille ...",,Archive
http://www.guardian.co.uk/media/blog/2010/dec/03/wikileaks-knocked-off-net-dns-everydns," WikiLeaks fights to stay online after US company withdraws domain name | Media | guardian.co.uk ",,Archive
http://en.wikinews.org/wiki/Wikileaks_website_attacked;_millions_of_files_to_be_released_tonight,"Wikileaks website attacked; millions of files to be released tonight - Wikinews, the free news source",,Archive
"http://en.wikinews.org/wiki/Files_will_risk_%27countless%27_lives,_Obama_administration_warns_Wikileaks","Files will risk 'countless' lives, Obama administration warns Wikileaks - Wikinews, the free news source",,Archive
http://en.wikinews.org/wiki/Wikileaks_to_release_thousands_of_secret_documents;_%27international_embarrassment%27_likely,"Wikileaks to release thousands of secret documents; 'international embarrassment' likely - Wikinews, the free news source",,Archive
http://hotfile.com/dl/57733000/664f6b6/200402009diarywar.html.7z.html,"Hotfile.com: One click file hosting: 200402009diarywar.html.7z",,Archive
http://www.facebook.com/wikileaks,"Wikileaks | Facebook",,Archive
http://58.97.5.29/www.capothai.org/,"การเข้าถึงข้อมูลดังกล่าวนี้ ถูกระงับการเข้าถึงเป็นการชั่วคราว",,Archive
http://46.59.1.2/,WikiLeaks,,Archive
http://213.251.145.96/,http://213.251.145.96/,,Archive
http://www.wikileaks.org,http://www.wikileaks.org,,Archive
http://www.wikileaks.at,WikiLeaks,,Archive
http://www.wikileaks.de,http://www.wikileaks.de,,Archive
http://www.wikileaks.nl,WikiLeaks,,Archive
http://www.wikileaks.no,WikiLeaks,,Archive
http://www.wikileaks.fi,WikiLeaks,,Archive
http://www.wikileaks.ch,WikiLeaks,,Archive
http://www.wikileaks.pl,http://www.wikileaks.pl,,Archive
http://wikileaks.dd19.de/,WikiLeaks,,Archive
http://twitter.com/#!/search/%23imwikileaks,Twitter,,Archive
http://savewikileaks.net/another-wikileaks-address/,"Another WikiLeaks address | SaveWikileaks.net",,Archive
http://web.archive.org/web/20070221224039/http://www.asiamedia.ucla.edu/article-eastasia.asp?parentid=60857,article-eastasia.asp,,Archive
http://www.wikileaks.org/wiki/Wikileaks:About#Is_Wikileaks_accessible_across_the_globe_or_do_oppressive_regimes_in_certain_countries_block_the_site.3F,Wikileaks:About,,Archive
http://www.indexoncensorship.org/2008/04/winners-of-index-on-censorship-freedom-of-expression-award-announced/,winners-of-index-on-censorship-freedom-of-expression-award-announced,,Archive
http://web.archive.org/web/20080314204422/http://www.wikileaks.org/wiki/Wikileaks:About,"Wikileaks:About - Wikileaks",,Archive
http://www.msnbc.msn.com/id/34149853/ns/us_news-security/,"570,000 9/11 pager messages released - U.S. news - Security - msnbc.com",,Archive
http://chaosradio.ccc.de/25c3_m4v_2916.html,"25C3_2916 Wikileaks - Chaosradio Podcast Network",,Archive
http://blogg.aftonbladet.se/janhelin/2010/08/darfor-blir-julian-assange-kolumnist-i-aftonbladet,"Därför blir Julian Assange kolumnist i Aftonbladet « Jan Helin",,Archive
"http://en.rsf.org/united-states-criticism-of-wikileaks-is-not-a-17-08-2010,38169.html","Reporters Sans FrontiÃ¨res - ""Criticism of Wikileaks is not a call for censorship or support for the war"" ",,"Wikileaks reading list"
http://www.geekosystem.com/wikileaks-julian-assange-ted/,"Julian Assange - TED Talk - Wikileaks | Geekosystem",,"Wikileaks reading list"
http://www.techworld.com.au/section/open_source/,"Open Source - Techworld",,Archive
http://online.wsj.com/article/NA_WSJ_PUB:SB10001424052748704488404575441673460880204.html,"Prosecutors Eye WikiLeaks Charges - WSJ.com",,Archive
"http://en.rsf.org/wikileaks-hounded-04-12-2010,38958.html","Reporters Sans FrontiÃ¨res - Wikileaks hounded? ",,"Wikileaks reading list"
http://www.beehivecity.com/hightech/wikileaks-supporters-embrace-twitter-facebook-as-accounts-boom114012132/,"  WikiLeaks supporters embrace Twitter & Facebook accounts | Beehive City",,Archive
http://www.bbc.co.uk/news/world-11879951,"BBC News - Wikileaks: View of man behind Pentagon Papers leak ",,Archive
http://www.wikileaks.org/wiki/Wikileaks.org_under_injunction,Wikileaks.org_under_injunction,,"WL original leaks"
http://knoxville.fbi.gov/dojpressrel/2008/kxhacking100808.htm,"Federal Bureau of Investigation - Knoxville Division - Press Releases - Department of Justice",,Archive
http://www.washingtonpost.com/wp-dyn/content/article/2010/05/19/AR2010051905333.html,"WikiLeaks works to expose government secrets, but Web site's sources are a mystery",,Archive
http://www.heise.de/newsticker/meldung/Hausdurchsuchung-bei-Inhaber-der-Domain-wikileaks-de-Update-209069.html,"heise online - Hausdurchsuchung bei Inhaber der Domain wikileaks.de [Update]",,Archive
http://www.richardsilverstein.com/tikun_olam/tag/wikileaks/,"Wikileaks «  Tikun Olam-תקון עולם: Make the World a Better Place",,Archive
http://www.theregister.co.uk/2008/02/21/wikileaks_bulletproof_hosting/,"Wikileaks judge gets Pirate Bay treatment • The Register",,Archive
http://www.cbsnews.com/stories/2010/12/04/world/main7117213.shtml,"PayPal Turns Off Tap for WikiLeaks Donations - CBS News",,Archive
http://www.ctunnel.com/,"Ctunnel.com will protect your anonymity on the internet, helping you evade url and ip filters!",,Archive
